CustomerId,CreditScore,MaleGender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
289278,735,0,21,1,178718.19,2,1,0,22388,No
123568,777,0,32,2,0,1,1,0,136458.19,Yes
259310,543,0,36,3,0,2,0,0,26019.59,No
42406,506,0,34,4,90307.62,1,1,1,159235.29,No
320780,493,0,46,4,0,2,1,0,1907.66,No
75559,652,0,75,10,0,2,1,1,114675.75,No
24479,750,1,22,3,121681.82,1,1,0,128643.35,Yes
369361,729,1,30,9,0,2,1,0,151869.35,No
275250,646,0,46,4,0,3,1,0,93251.42,Yes
340574,635,0,28,3,81623.67,2,1,1,156791.36,No
20870,647,0,44,5,0,3,1,1,174205.22,Yes
68386,808,1,45,7,118626.55,2,1,0,147132.46,No
157971,524,0,36,10,0,2,1,0,109614.57,No
249202,769,1,29,8,0,2,1,1,172290.61,No
361438,730,1,42,4,0,2,0,1,85982.47,No
220264,515,1,35,10,176273.95,1,0,1,121277.78,No
295607,773,1,41,9,102827.44,1,0,1,64595.25,No
270580,814,1,29,8,97086.4,2,1,1,197276.13,No
275243,710,1,22,8,0,2,0,0,99645.04,No
339177,413,1,34,9,0,2,0,0,6534.18,No
25727,665,0,40,6,0,1,1,1,161848.03,No
159826,623,0,44,6,0,2,0,0,167162.43,No
55487,738,1,31,9,82674.15,1,1,0,41970.72,No
15569,528,1,36,7,0,2,1,0,60536.56,No
270262,670,0,65,1,0,1,1,1,177655.68,Yes
182135,622,0,46,4,107073.27,2,1,1,30984.59,Yes
268039,582,1,32,1,88938.62,1,1,1,10054.53,No
219260,785,0,36,2,99806.85,1,0,1,36976.52,No
321854,605,1,33,5,150092.8,1,0,0,71862.79,No
255360,479,1,35,9,92833.89,1,1,0,99449.86,Yes
125592,685,1,30,3,90536.81,1,0,1,63082.88,No
127764,538,1,39,7,108055.1,2,1,0,27231.26,No
266495,562,1,42,2,100238.35,1,0,0,86797.41,No
165582,675,1,36,9,106190.55,1,0,1,22994.32,No
285774,721,1,28,9,154475.54,2,0,1,101300.94,Yes
89426,628,0,30,9,132351.29,2,1,1,74169.13,No
104142,668,0,37,6,167864.4,1,1,0,115638.29,No
128808,506,0,41,1,0,2,1,0,31766.3,No
137039,524,0,31,8,107818.63,1,1,0,199725.39,Yes
265329,699,1,34,4,185173.81,2,1,0,120834.48,No
88234,828,1,34,8,129433.34,2,0,0,38131.77,No
103011,674,1,39,6,120193.42,1,0,0,100130.95,No
306748,656,0,39,6,0,2,1,0,141069.88,No
180193,684,0,48,10,126384.42,1,1,1,198129.36,No
19886,625,0,28,3,0,1,0,0,183646.41,No
250504,432,1,42,9,152603.45,1,1,0,110265.24,Yes
200581,549,0,52,1,0,1,0,1,8636.05,Yes
358845,625,1,56,0,148507.24,1,1,0,46824.08,Yes
18646,828,0,41,7,0,2,1,0,171378.77,No
84028,770,1,24,9,101827.07,1,1,0,167256.35,No
294699,758,0,34,3,0,2,1,1,124226.16,No
301979,637,1,40,2,133463.1,1,0,1,93165.34,No
364460,584,0,48,2,213146.2,1,1,0,75161.25,Yes
358623,579,0,35,1,129490.36,2,0,1,8590.83,Yes
187072,756,1,44,10,137452.09,1,1,0,189543.9,No
250173,663,1,34,7,0,2,1,1,180427.24,No
353216,682,0,43,5,125851.93,1,1,1,193318.33,No
13315,793,1,52,2,0,1,1,0,159123.82,Yes
324504,691,0,31,5,40915.55,1,1,0,126213.84,Yes
154510,485,0,21,5,113157.22,1,1,1,54141.5,No
44097,635,0,29,8,138296.94,2,1,0,141075.51,No
155540,650,1,37,5,106967.18,1,0,0,24495.03,No
156006,735,1,44,9,120681.63,1,1,0,74836.34,No
274051,416,1,32,0,0,2,0,1,878.87,No
17920,754,0,32,7,0,2,1,0,89520.75,No
141599,535,0,48,9,0,1,1,0,149892.79,Yes
357603,716,1,42,8,0,2,1,0,180800.42,No
21731,539,1,37,2,127609.59,1,1,0,98646.22,No
279634,614,0,43,6,0,2,1,1,109041.53,No
109778,706,1,57,7,0,1,1,0,17941.16,Yes
43321,758,0,33,7,0,2,0,0,82996.47,No
286465,586,0,28,2,0,2,1,1,92067.35,No
342669,646,0,73,6,97259.25,1,0,1,104719.66,No
281965,631,0,33,4,123246.7,1,0,0,112687.57,No
23443,717,0,22,6,101060.25,1,0,1,84699.56,No
165744,684,1,30,2,0,2,1,0,83473.82,No
238638,800,0,49,7,108007.36,1,0,0,47125.11,No
338785,721,0,36,2,0,2,1,1,106977.8,No
149910,683,1,29,0,133702.89,1,1,0,55582.54,Yes
352414,660,1,31,9,125189.75,2,1,1,139874.43,No
292024,704,0,24,7,113034.22,1,1,0,162503.48,Yes
218744,615,0,41,9,109013.23,1,1,0,196499.96,No
319873,667,0,39,2,0,2,1,0,40721.24,Yes
109177,682,1,24,9,57929.81,2,0,0,53134.3,No
242976,484,0,29,4,130114.39,1,1,0,164017.89,No
137155,628,1,27,5,95826.49,2,1,0,155996.96,No
319501,480,1,44,10,129608.57,1,1,0,5472.7,Yes
237301,578,1,30,4,169462.09,1,1,0,112187.11,No
349173,512,1,40,5,0,2,1,1,146457.83,No
261990,484,0,35,7,133868.21,1,1,1,27286.1,No
32258,510,0,30,0,0,2,1,1,130553.47,No
161387,606,1,36,5,190479.48,2,0,0,179351.89,No
266909,597,0,40,8,101993.12,1,0,1,94774.12,No
148864,754,0,55,3,161608.81,1,1,0,8080.85,Yes
243014,850,0,45,2,122311.21,1,1,1,19482.5,No
365279,510,1,65,2,0,2,1,1,48071.61,No
115228,778,0,45,1,162150.42,2,1,0,174531.27,No
256591,636,1,42,2,0,2,1,1,55470.78,No
122928,804,0,50,4,0,1,1,1,8546.87,Yes
68522,514,1,32,8,0,2,1,0,95857.18,No
131370,730,0,39,1,99010.67,1,1,0,194945.8,No
317780,525,0,37,0,0,1,0,1,131521.72,No
49530,616,1,30,5,0,2,0,1,196108.51,No
127836,687,0,34,7,111388.18,2,1,0,148564.76,No
372237,618,1,34,5,134954.53,1,1,1,151954.39,No
182991,643,1,45,5,0,1,1,0,142513.5,Yes
129222,671,1,45,2,106376.85,1,0,1,158264.62,No
262712,689,1,33,2,161814.64,2,1,0,169381.9,No
298553,603,1,31,8,0,2,1,1,169915.02,No
79882,620,0,41,9,0,2,0,0,88852.47,No
351643,676,0,34,1,63095.01,1,1,1,40645.81,No
113018,572,1,26,4,118287.01,2,0,0,60427.3,No
207912,668,1,47,7,106854.21,1,0,1,157959.02,Yes
204736,695,1,46,7,49512.55,1,1,0,133007.34,No
49032,730,0,33,9,0,2,0,0,176576.62,No
268888,807,1,43,1,105799.32,2,1,0,34888.04,Yes
367849,592,1,54,8,0,1,1,1,28737.71,Yes
187276,726,0,31,9,114722.05,2,1,1,98178.57,No
357257,514,1,30,7,0,1,0,1,125010.24,No
142486,567,1,42,2,0,2,1,1,167984.61,No
21807,850,1,33,10,0,1,1,0,4861.72,Yes
170407,671,1,45,6,99564.22,1,1,1,108872.45,Yes
219833,670,1,37,4,170557.91,2,1,0,198252.88,No
290129,694,0,30,9,0,2,1,1,26960.31,No
59602,547,0,39,6,74596.15,3,1,1,85746.52,Yes
145255,751,1,50,2,96888.39,1,1,0,77206.25,Yes
69540,594,0,29,3,130830.22,1,1,0,61048.53,No
351373,673,1,72,1,0,2,0,1,111981.19,No
48082,610,1,40,0,0,2,1,0,62232.6,No
42510,512,0,37,1,0,2,0,1,156105.03,No
258559,767,1,20,3,119714.25,2,0,1,150135.38,No
189157,585,0,67,5,113978.97,2,0,1,93146.11,No
18329,763,1,42,6,100160.75,1,1,0,33462.94,Yes
162132,712,0,29,2,0,1,1,1,144375,No
114772,539,0,43,3,116220.5,3,1,0,55803.96,Yes
52293,668,0,46,2,0,3,1,0,89048.46,Yes
256575,703,1,28,2,81173.83,2,0,1,162812.16,No
121491,662,1,38,4,0,2,1,0,136259.65,No
355969,725,0,39,5,116803.8,1,1,0,124052.97,No
365961,703,1,37,8,105961.68,2,0,1,74158.8,No
46947,659,1,67,6,117411.6,1,1,1,45071.09,Yes
182027,523,1,34,7,0,2,1,0,62030.06,No
25084,635,0,40,10,123497.58,1,1,0,131953.23,Yes
339933,772,1,26,7,152400.51,2,1,0,79414,No
44780,545,0,26,1,0,2,1,1,199638.56,No
340668,634,1,24,8,103097.85,1,1,1,157577.29,No
292706,739,1,54,8,126418.14,1,1,0,134420.75,Yes
307262,771,0,36,5,77846.9,1,0,0,99805.99,No
150766,587,0,34,1,0,2,1,1,97932.68,No
309228,681,0,79,0,0,2,0,1,170968.99,No
351926,544,1,37,2,79731.91,1,1,1,57558.95,No
80668,696,1,28,8,0,1,0,0,176713.47,No
327955,766,1,41,0,0,2,0,1,34283.23,No
284805,727,1,34,10,0,2,1,1,198637.34,No
158563,671,0,34,6,37266.67,2,0,0,156917.12,No
232083,693,0,30,6,127992.25,1,1,1,50457.2,No
174035,850,1,38,3,54901.01,1,1,1,140075.55,No
220045,732,1,42,9,108748.08,2,1,1,65323.11,No
194124,726,0,48,6,99906.19,1,1,0,64323.24,No
199002,557,0,32,6,184686.41,2,1,0,14956.44,No
341479,682,0,26,0,110654.02,1,0,1,111879.21,No
190739,738,1,31,9,79019.8,1,1,1,18606.23,No
361006,531,0,36,9,99240.51,1,1,0,123137.01,No
304437,498,1,34,2,0,2,1,1,148528.24,No
266618,651,1,36,7,0,2,1,0,13898.31,No
277845,549,0,39,7,0,1,0,0,81259.25,Yes
153178,791,0,35,7,52436.2,1,1,0,161051.75,No
303865,650,1,41,9,0,2,0,1,191599.67,No
59479,733,1,34,3,100337.96,3,1,0,48559.19,Yes
339061,811,0,34,1,149297.19,2,1,1,186339.74,No
242266,707,1,30,8,0,2,1,0,33159.37,No
254458,712,1,28,4,145605.44,1,0,1,93883.53,No
220188,706,0,37,7,0,2,1,1,110899.3,No
155308,756,1,62,3,0,1,1,1,11199.04,Yes
185974,777,0,53,10,0,2,1,0,189992.97,No
131473,646,1,35,6,84026.86,1,0,1,164255.69,No
326817,714,1,46,1,0,1,1,0,152167.79,Yes
39559,782,1,39,8,0,2,1,1,33949.67,No
295372,775,1,29,10,0,2,1,1,68143.93,No
251328,479,1,35,4,138718.92,1,1,1,47251.79,Yes
246153,807,1,42,7,118274.71,1,1,1,25885.72,No
351902,799,0,22,8,174185.98,2,0,1,192633.85,No
97527,675,1,40,7,113208.86,2,1,0,34577.36,No
262009,602,1,29,5,103907.28,1,1,0,161229.84,No
319848,475,0,32,8,119023.28,1,1,0,100816.29,No
89782,744,0,26,5,166297.89,1,1,1,181694.44,No
27582,588,1,34,10,0,2,1,0,79078.91,No
43808,703,1,42,9,63227,1,0,1,137316.32,No
165858,747,0,41,5,94521.17,2,1,0,194926.86,No
130691,583,1,27,7,0,2,1,0,51285.49,No
271618,750,0,34,9,112822.26,1,0,0,150401.53,Yes
41686,681,1,38,3,0,2,1,1,112491.96,No
63352,773,1,25,2,135903.33,1,1,0,73656.38,No
321584,714,0,31,4,125169.26,1,1,1,106636.89,No
30638,687,0,44,7,0,3,1,0,155853.52,Yes
320605,511,1,58,0,149117.31,1,1,1,162599.51,No
29985,627,1,33,5,0,2,1,1,103737.82,No
76099,694,0,31,10,0,2,1,0,160990.27,No
69492,616,0,36,6,132311.71,1,0,0,15462.84,No
253683,687,1,35,8,0,2,1,0,10334.05,No
149249,712,0,33,6,0,2,1,1,190686.16,No
194871,553,1,33,4,118082.89,1,0,0,94440.45,No
326052,667,1,31,1,119266.69,1,1,1,28257.63,No
178972,731,1,43,2,0,1,1,1,170034.95,Yes
223337,629,1,35,7,156847.29,2,1,0,31824.29,No
95777,614,1,50,4,137104.47,1,1,0,127166.49,Yes
162998,438,1,31,8,78398.69,1,1,0,44937.01,No
136793,652,0,80,4,0,2,1,1,188603.07,No
69950,729,1,30,6,63669.42,1,1,0,145111.37,No
249280,642,1,38,3,0,2,0,0,171463.83,No
107787,806,0,59,0,135296.33,1,1,0,182822.5,No
193740,744,1,36,2,153804.44,1,1,1,87213.33,No
200729,474,1,37,3,0,2,0,0,57175.32,No
252347,559,1,49,2,147069.78,1,1,0,120540.83,Yes
104765,706,1,42,9,0,2,1,1,28714.34,No
278175,628,0,22,3,0,1,1,0,85426.28,No
135076,429,1,24,4,95741.75,1,1,0,46170.75,No
81131,525,0,57,2,145965.33,1,1,1,64448.36,No
250129,680,0,30,8,141441.75,1,1,1,16278.97,No
271860,749,1,40,1,139290.41,1,1,0,182855.42,Yes
277967,763,0,31,4,0,2,0,0,50404.72,No
55446,734,1,30,3,0,2,1,0,107640.25,No
284086,716,1,35,4,144428.87,1,1,0,134132.65,No
127167,594,1,35,2,0,2,1,0,103480.69,No
27620,644,0,46,9,95441.27,1,1,0,108761.05,Yes
139733,671,1,35,1,144848.74,1,1,1,179012.3,No
168230,664,1,26,7,116244.14,2,1,1,95145.14,No
287103,656,1,50,7,0,2,0,1,72143.44,No
23813,667,0,40,1,146502.07,1,1,0,19162.89,No
137680,663,1,44,2,117028.6,2,0,1,144680.18,No
33894,584,0,30,8,112013.81,1,1,0,177772.03,Yes
128646,626,0,37,6,108269.37,1,1,0,5597.94,No
240719,485,1,29,7,182123.79,1,1,0,116828.51,Yes
277063,659,0,32,3,150923.74,2,0,1,174652.51,No
62537,649,1,33,2,0,2,1,0,2010.98,No
164087,805,0,39,5,165272.13,1,1,0,14109.85,Yes
201250,716,0,39,10,115301.31,1,1,0,43527.4,Yes
192530,642,0,40,6,129502.49,2,0,1,86099.23,Yes
78929,659,1,31,4,118342.26,1,0,0,161574.19,No
160466,545,0,47,5,0,2,1,1,38970.14,No
123110,543,1,22,8,0,2,0,0,127587.22,No
94262,718,0,25,7,0,2,1,0,30380.12,No
231119,840,0,43,7,0,2,1,0,90908.95,No
15468,630,0,34,9,106937.05,2,1,0,138275.01,No
125564,643,1,59,3,170331.37,1,1,1,32171.79,No
113307,654,0,32,1,114510.85,1,1,1,126143.23,No
101007,582,1,39,5,0,2,1,1,129892.93,No
42056,659,1,32,3,107594.11,2,1,1,102416.84,No
132937,762,1,39,2,81273.13,1,1,1,18719.67,No
97417,568,0,32,7,169399.6,1,1,0,61936.22,No
248687,670,1,25,6,0,2,1,1,78358.94,No
46929,613,0,45,1,187841.99,2,1,1,147224.27,No
75463,539,1,30,0,0,2,1,0,160979.66,No
200741,850,0,57,8,126776.3,2,1,1,132298.49,No
300762,522,1,34,9,126436.29,1,1,0,174248.52,Yes
167890,737,1,41,1,101960.74,1,1,1,123547.28,No
124511,520,1,58,3,0,2,0,1,32790.02,No
281558,706,1,28,3,0,2,0,1,181543.67,No
72838,643,0,45,2,150842.93,1,0,1,2319.96,Yes
330502,648,0,50,9,102535.57,1,1,1,189543.19,No
215414,443,0,29,9,99027.61,2,1,0,10940.4,No
304189,640,1,68,9,0,2,1,1,199493.38,No
81854,628,0,33,3,0,1,1,1,188193.25,No
127760,540,0,42,9,87271.41,2,1,0,172572.64,No
254326,460,0,35,8,102742.91,2,1,1,189339.6,No
114585,636,1,34,2,40105.51,2,0,1,53512.16,No
370584,593,0,29,2,152265.43,1,1,0,34004.44,No
233929,801,1,42,4,141947.67,1,1,1,10598.29,No
176471,640,0,75,1,106307.91,2,0,1,113428.77,No
119859,611,1,31,0,107884.81,2,1,1,183487.98,No
119762,802,1,31,1,125013.72,1,1,1,187658.09,No
62128,717,1,35,7,58469.37,2,1,1,172459.39,No
296189,769,0,39,8,0,1,0,1,21016,No
99094,745,1,45,10,117231.63,3,1,1,122381.02,Yes
74609,572,1,35,4,152390.26,1,1,0,128123.66,No
341841,629,0,30,2,34013.63,1,1,0,19570.63,No
299047,687,0,39,2,0,3,0,0,188150.6,Yes
234356,483,0,50,9,0,2,1,1,111020.24,No
225654,690,1,36,7,101583.11,2,1,0,123775.15,No
277959,492,0,30,10,77168.87,2,0,1,146700.22,No
158234,709,1,28,8,124695.72,2,1,0,145251.35,No
245603,705,1,44,3,105934.96,1,1,0,82463.69,No
99239,560,0,66,9,0,1,1,1,15928.49,No
197210,611,1,46,6,0,2,1,0,45886.33,No
236293,730,1,62,2,0,2,1,1,186489.95,No
289896,709,0,45,2,0,2,0,1,162922.65,No
150752,544,0,21,10,161525.96,2,1,0,9262.77,No
143328,712,0,29,7,147199.07,1,1,1,84932.4,No
343840,752,1,38,3,183102.29,1,1,1,71557.12,No
148002,648,1,46,9,127209,2,1,0,77405.95,Yes
348803,556,1,38,8,0,2,0,0,417.41,Yes
114184,594,0,24,0,97378.54,1,1,1,71405.17,No
363458,645,0,37,2,136925.09,2,0,1,153400.24,No
106990,557,1,33,3,54503.55,1,1,1,371.05,No
334607,547,1,32,8,155726.85,1,1,0,67789.99,No
150926,701,0,39,9,0,2,0,1,145894.9,No
205861,616,0,66,1,135842.41,1,1,0,183840.51,Yes
360869,605,1,52,1,63349.75,1,1,0,108887.44,No
170436,593,0,38,4,129499.42,1,1,1,154071.27,No
148128,751,1,52,8,0,2,0,1,179291.85,No
42672,443,1,36,6,70438.01,2,0,1,56937.43,No
247416,685,1,23,8,0,2,1,1,112239.03,No
95213,718,1,36,9,0,1,1,0,45909.87,No
305169,538,0,49,9,141434.04,1,0,0,173779.25,Yes
87651,611,0,37,4,0,2,1,0,125696.26,No
282213,668,1,37,10,152958.29,2,1,1,159585.61,No
126798,537,0,41,3,138306.34,1,1,0,106761.47,No
114793,709,1,23,10,0,2,0,0,129590.18,No
69323,850,1,38,1,0,2,1,1,80006.65,No
207750,745,0,31,3,124328.84,1,1,1,140451.52,No
194388,693,0,41,9,181461.48,3,1,1,187929.43,Yes
243365,795,1,35,8,0,2,1,0,167155.36,No
247146,626,1,26,8,0,2,0,0,191420.71,No
131089,487,0,61,5,110368.03,1,0,0,11384.45,Yes
327564,556,0,39,9,89588.35,1,1,1,94898.1,No
173286,643,0,46,6,0,2,0,0,106781.59,No
176281,605,0,28,6,0,2,0,0,159508.52,No
147573,756,0,60,3,115924.89,1,1,0,93524.19,Yes
298601,586,0,38,2,0,2,1,0,87168.46,No
157167,535,1,40,7,111756.5,1,1,0,8128.32,Yes
186693,678,0,35,4,0,1,1,0,125518.32,No
34339,596,1,39,9,0,1,1,0,48963.59,No
177274,648,1,26,9,162923.85,1,1,0,98368.24,No
52872,492,1,39,10,124576.65,2,1,0,148584.61,No
194098,702,1,45,0,80793.58,1,1,1,27474.81,No
203825,486,0,40,9,71340.09,1,1,0,76192.21,No
293120,568,1,40,1,99282.63,1,0,0,134600.94,Yes
274245,619,1,57,3,137946.39,1,1,1,72467.99,Yes
232715,724,1,41,2,127892.57,2,0,1,199645.45,No
31123,548,0,33,0,101084.36,1,1,0,42749.85,No
308125,545,0,37,8,114754.08,1,1,0,136050.44,Yes
346566,683,1,33,8,0,1,0,0,73564.44,No
237768,762,0,51,3,99286.98,1,0,1,85578.63,No
209454,627,0,30,4,79871.02,2,1,0,129826.89,No
166610,516,1,35,10,104088.59,2,0,0,119666,No
39010,800,0,38,2,168190.33,2,1,0,68052.08,No
132167,464,0,42,3,85679.25,1,1,1,164104.74,No
354858,626,0,35,3,0,1,0,0,80190.36,No
201008,790,0,31,9,0,2,1,0,84126.75,No
34344,534,0,34,7,121551.58,2,1,1,70179,No
234516,745,1,46,2,122220.19,1,1,1,118024.1,No
57188,553,1,47,3,116528.15,1,0,0,145704.19,Yes
131302,748,0,26,1,77780.29,1,0,1,183049.41,No
76144,722,1,37,2,0,1,0,0,120906.83,No
350131,501,1,40,4,125832.2,1,1,1,100433.83,No
174879,675,0,38,6,68065.8,1,0,0,138777,Yes
346496,778,0,47,6,127299.34,2,1,0,124694.99,No
88085,494,0,38,7,174937.64,1,1,0,40084.32,No
245876,850,1,40,9,0,2,0,1,119232.33,No
231977,592,1,31,7,110071.1,1,0,0,43921.36,No
316725,590,0,44,3,139432.37,1,1,0,62222.81,No
298078,758,0,39,6,127357.76,1,0,1,56577,No
161772,506,1,36,5,0,2,1,0,164253.35,No
30420,733,1,33,3,0,1,1,1,7666.73,No
166302,711,1,38,3,0,2,1,0,68487.51,No
190181,514,1,43,1,95556.31,1,0,1,199273.98,Yes
79602,637,1,37,8,0,1,1,1,186062.36,No
136626,468,1,29,1,111681.98,2,1,1,195711.16,No
148621,539,1,39,3,0,2,1,0,36692.17,No
312694,509,0,25,3,108738.71,2,1,0,106920.57,No
208867,662,0,32,4,133950.37,1,1,1,48725.68,Yes
62077,818,1,26,4,0,2,1,1,167036.94,No
302159,608,1,33,9,89968.69,1,1,0,68777.26,No
122057,850,0,32,9,0,2,1,1,18924.92,No
192829,816,0,38,5,130878.75,3,1,0,71905.77,Yes
291837,536,1,35,8,0,2,1,0,64833.28,No
141551,753,1,35,3,0,2,1,1,184843.77,No
76576,631,1,27,10,134169.62,1,1,1,176730.02,No
106636,703,1,37,1,149762.08,1,1,0,20629.4,Yes
354287,774,1,26,2,93844.69,1,1,0,28415.36,No
67672,785,1,28,8,0,2,1,0,77231.27,No
107018,571,0,33,1,0,2,1,0,102750.7,No
20128,621,1,46,6,141078.37,1,0,0,34580.8,Yes
123103,605,0,31,1,117992.59,1,1,1,183598.77,No
225579,611,0,40,8,100812.33,2,1,0,147358.27,No
278263,569,1,38,7,0,1,1,1,108469.2,No
321675,658,1,29,4,80262.6,1,1,1,20612.82,No
106440,788,1,34,6,156478.62,1,0,1,181196.76,No
340073,525,0,23,5,0,2,1,0,160249.1,No
214589,798,1,37,8,0,3,0,0,110783.28,No
70495,486,1,37,9,115217.99,2,1,0,144995.33,No
261833,615,1,61,9,0,2,1,0,150227.85,Yes
33745,730,0,35,0,155470.55,1,1,1,53718.28,No
90973,641,1,37,7,0,2,1,0,75248.3,No
220340,542,1,39,3,135096.77,1,1,1,14353.43,Yes
327569,692,1,30,2,0,2,0,1,130486.57,No
22459,714,0,55,9,180075.22,1,1,1,100127.71,No
289585,591,1,29,1,97541.24,1,1,1,196356.17,No
353453,710,0,41,2,156067.05,1,1,1,9983.88,No
25378,639,0,38,4,81550.94,2,0,1,118974.77,No
141387,531,0,47,6,0,1,0,0,194998.34,Yes
30746,673,0,38,2,170061.92,2,0,0,134901.34,Yes
123265,765,1,36,8,92310.54,2,1,1,72924.56,No
183845,622,0,32,6,169089.38,2,1,0,101057.95,No
41038,806,1,40,5,80613.93,1,1,1,142838.64,No
218184,757,1,26,8,121581.56,2,1,1,127059.04,No
219045,570,0,58,8,0,1,0,1,116503.92,Yes
226607,555,1,32,4,0,2,1,1,54405.79,No
320423,692,1,54,5,0,2,1,1,88721.84,No
279071,774,1,60,5,85891.55,1,1,0,74135.48,Yes
127836,638,1,44,9,77637.35,2,1,1,111346.22,No
64051,543,0,41,4,0,1,0,0,194902.16,No
345209,584,1,31,5,0,2,1,0,31474.27,No
303738,691,1,30,7,116927.89,1,1,0,21198.39,No
179885,684,0,40,6,137326.65,1,1,0,186976.6,No
225335,733,1,22,5,0,2,1,1,117202.19,No
157469,599,0,37,2,0,2,1,1,143739.29,No
353727,524,0,31,10,67238.98,2,1,1,161811.23,No
90598,632,0,38,6,86569.76,2,1,0,98090.91,No
275596,735,1,34,5,0,2,0,0,71095.41,No
202619,734,1,34,6,133598.4,1,1,1,13107.24,No
75680,605,0,51,3,136188.78,1,1,1,67110.59,Yes
56764,793,1,38,9,0,2,1,0,88225.02,No
356030,468,0,56,10,0,3,0,1,62256.87,Yes
150722,779,1,37,7,120092.52,2,1,0,135925.72,No
262981,698,1,48,4,101238.24,2,0,1,177815.87,Yes
280340,707,1,58,6,89685.92,1,0,1,126471.13,No
277892,850,0,35,1,211774.31,1,1,0,188574.12,Yes
